pyweather_Zeitpunkt,pyweather_Temperatur,pyweather_Temperatur_felt,pyweather_rel_Luftfeuchtigkeit,pyweather_Himmelbeschreibung,pyweather_Windgeschwindigkeit,sense_hat_Zeitpunkt,sense_hat_Temperatur,sense_hat_Temperatur_hum,sense_hat_Temperatur_pres,sense_hat_Temperatur_cpu,sense_hat_Luftdruck,sense_hat_rel_Luftfeuchtigkeit
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:22:08,40.12,40.12,38.71,54.5,1028.1,30.13
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:23:08,39.99,39.99,38.67,54.0,1028.04,30.53
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:24:08,40.1,40.1,38.7,53.5,1028.21,30.1
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:25:09,40.1,40.1,38.84,55.0,1028.17,30.09
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:26:09,39.92,39.92,38.67,53.5,1027.91,29.91
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:27:09,40.19,40.19,38.72,55.0,1027.97,30.19
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:28:09,39.99,39.99,38.58,53.5,1027.88,29.84
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:29:10,40.18,40.18,38.89,55.0,1027.91,30.05
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:30:10,40.03,40.03,38.6,53.5,1028.07,30.18
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:31:10,40.01,40.01,38.65,55.0,1028.14,30.28
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:32:10,39.61,39.61,38.27,53.5,1028.3,30.46
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:33:11,39.53,39.53,38.24,54.0,1028.3,30.87
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:34:11,39.74,39.74,38.48,54.5,1028.18,30.62
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:35:11,39.57,39.57,38.21,54.0,1028.19,30.67
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:36:11,39.44,39.44,38.15,54.0,1028.2,31.09
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:37:12,39.39,39.39,37.96,53.5,1028.13,31.07
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:38:12,39.72,39.72,38.28,54.5,1028.13,30.76
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:39:12,39.59,39.59,38.06,54.5,1027.97,30.54
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:40:13,39.77,39.77,38.37,54.0,1027.97,30.61
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:41:13,39.81,39.81,38.45,54.0,1027.95,30.45
2022-07-08_12:20:00,16,16,100,Meist bewölkt,21,2022-07-08_13:42:13,39.9,39.9,38.51,55.0,1027.75,30.13
2022-07-08_12:50:00,16,16,100,Meist bewölkt,21,2022-07-08_13:43:13,40.18,40.18,38.76,54.5,1027.67,29.65
2022-07-08_12:50:00,16,16,100,Meist bewölkt,21,2022-07-08_13:44:14,39.9,39.9,38.55,54.0,1028.04,30.44
2022-07-08_12:50:00,16,16,100,Meist bewölkt,21,2022-07-08_13:45:14,39.96,39.96,38.68,54.5,1027.99,30.29
2022-07-08_12:50:00,16,16,100,Meist bewölkt,21,2022-07-08_13:46:14,40.12,40.12,38.8,54.0,1027.95,30.14
2022-07-08_12:50:00,16,16,100,Meist bewölkt,21,2022-07-08_13:47:14,40.08,40.08,38.84,55.0,1028.14,29.93
2022-07-08_12:50:00,16,16,100,Meist bewölkt,21,2022-07-08_13:48:15,40.01,40.01,38.74,54.0,1028.1,30.16
2022-07-08_12:50:00,16,16,100,Meist bewölkt,21,2022-07-08_13:49:15,40.03,40.03,38.71,54.0,1028.2,30.2
2022-07-08_12:50:00,16,16,100,Meist bewölkt,21,2022-07-08_13:50:15,39.96,39.96,38.69,54.0,1027.98,30.71
2022-07-08_12:50:00,16,16,100,Meist bewölkt,21,2022-07-08_13:51:15,39.85,39.85,38.49,54.5,1028.01,30.53
2022-07-08_12:50:00,16,16,100,Meist bewölkt,21,2022-07-08_13:52:16,39.94,39.94,38.64,54.5,1027.9,30.1
2022-07-08_13:20:00,17,17,94,Meist bewölkt,24,2022-07-08_13:53:16,40.01,40.01,38.68,55.0,1027.84,30.23
2022-07-08_13:20:00,17,17,94,Meist bewölkt,24,2022-07-08_13:54:16,39.99,39.99,38.66,54.5,1027.9,30.3
2022-07-08_13:20:00,17,17,94,Meist bewölkt,24,2022-07-08_13:55:16,40.21,40.21,38.85,53.5,1027.92,30.12
2022-07-08_13:20:00,17,17,94,Meist bewölkt,24,2022-07-08_13:56:17,40.07,40.07,38.72,55.5,1028.06,30.14
2022-07-08_13:20:00,17,17,94,Meist bewölkt,24,2022-07-08_13:57:17,39.99,39.94,38.74,54.0,1028.14,30.71
2022-07-08_13:20:00,17,17,94,Meist bewölkt,24,2022-07-08_13:58:17,39.94,39.94,38.66,55.0,1028.12,30.31
2022-07-08_13:20:00,17,17,94,Meist bewölkt,24,2022-07-08_13:59:17,40.07,40.07,38.71,55.0,1028.18,30.09
2022-07-08_13:20:00,17,17,94,Meist bewölkt,24,2022-07-08_14:00:18,39.9,39.9,38.48,54.5,1028.21,30.34
2022-07-08_13:20:00,17,17,94,Meist bewölkt,24,2022-07-08_14:01:18,39.94,39.94,38.74,54.0,1028.25,30.7
2022-07-08_13:20:00,17,17,94,Meist bewölkt,24,2022-07-08_14:02:18,39.85,39.85,38.53,54.5,1028.3,30.53
2022-07-08_13:20:00,17,17,94,Meist bewölkt,24,2022-07-08_14:03:18,39.61,39.61,38.34,54.0,1028.15,30.87
2022-07-08_13:20:00,17,17,94,Meist bewölkt,24,2022-07-08_14:04:18,39.48,39.48,38.11,54.5,1027.97,30.87
2022-07-08_13:20:00,17,17,94,Meist bewölkt,24,2022-07-08_14:05:19,39.61,39.61,38.34,54.5,1028.0,30.52
2022-07-08_13:20:00,17,17,94,Meist bewölkt,24,2022-07-08_14:06:19,39.92,39.92,38.54,55.0,1028.12,30.56
2022-07-08_13:20:00,17,17,94,Meist bewölkt,24,2022-07-08_14:07:19,40.03,40.03,38.48,54.5,1028.24,30.33
2022-07-08_13:20:00,17,17,94,Meist bewölkt,24,2022-07-08_14:08:19,39.48,39.48,38.18,54.5,1028.19,30.67
2022-07-08_13:20:00,17,17,94,Meist bewölkt,24,2022-07-08_14:09:20,39.81,39.81,38.41,54.0,1028.21,30.72
2022-07-08_13:20:00,17,17,94,Meist bewölkt,24,2022-07-08_14:10:20,39.68,39.68,38.28,55.0,1028.3,30.87
2022-07-08_13:20:00,17,17,94,Meist bewölkt,24,2022-07-08_14:11:20,39.77,39.77,38.49,54.5,1028.08,30.49
2022-07-08_13:20:00,18,17,94,Meist bewölkt,24,2022-07-08_14:12:20,39.64,39.64,38.3,54.0,1028.19,30.71
2022-07-08_13:20:00,18,17,94,Meist bewölkt,24,2022-07-08_14:13:21,39.96,39.96,38.6,54.0,1028.06,30.23
2022-07-08_13:20:00,18,17,94,Meist bewölkt,24,2022-07-08_14:14:21,39.83,39.83,38.44,54.0,1028.03,30.36
2022-07-08_13:20:00,18,17,94,Meist bewölkt,24,2022-07-08_14:15:21,40.19,40.19,38.83,54.0,1028.18,30.16
2022-07-08_13:20:00,18,17,94,Meist bewölkt,24,2022-07-08_14:16:21,40.05,40.05,38.73,54.5,1028.16,30.24
2022-07-08_13:20:00,18,17,94,Meist bewölkt,24,2022-07-08_14:17:22,39.94,39.94,38.57,54.5,1028.25,30.39
2022-07-08_13:20:00,18,17,94,Meist bewölkt,24,2022-07-08_14:18:22,39.94,39.94,38.66,54.5,1028.13,30.58
2022-07-08_13:20:00,18,17,94,Meist bewölkt,24,2022-07-08_14:19:22,40.12,40.12,38.78,53.5,1028.16,30.51
2022-07-08_13:20:00,18,17,94,Meist bewölkt,24,2022-07-08_14:20:22,39.97,39.97,38.69,55.5,1028.2,30.57
2022-07-08_13:20:00,18,17,94,Meist bewölkt,24,2022-07-08_14:21:23,39.68,39.68,38.41,55.0,1028.21,30.75
2022-07-08_13:20:00,18,17,94,Meist bewölkt,24,2022-07-08_14:22:23,39.7,39.7,38.4,55.5,1028.06,30.42
2022-07-08_13:20:00,18,17,94,Meist bewölkt,24,2022-07-08_14:23:23,39.96,39.96,38.61,53.5,1028.01,30.49
2022-07-08_13:20:00,18,17,94,Meist bewölkt,24,2022-07-08_14:24:23,39.77,39.77,38.4,54.0,1028.09,30.38
2022-07-08_13:20:00,18,17,94,Meist bewölkt,24,2022-07-08_14:25:24,39.88,39.88,38.53,54.5,1027.91,30.39
2022-07-08_13:20:00,18,17,94,Meist bewölkt,24,2022-07-08_14:26:24,40.08,40.08,38.84,54.5,1027.81,30.37
2022-07-08_13:20:00,18,17,94,Meist bewölkt,24,2022-07-08_14:27:24,39.97,39.97,38.56,54.0,1028.15,30.32
2022-07-08_13:20:00,18,17,94,Meist bewölkt,24,2022-07-08_14:28:24,40.16,40.16,38.79,54.5,1028.08,30.22
2022-07-08_13:20:00,18,17,94,Meist bewölkt,24,2022-07-08_14:29:24,40.12,40.12,38.75,54.0,1028.14,30.38
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:30:25,40.27,40.27,38.92,54.0,1028.1,30.46
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:31:25,40.05,40.05,38.62,54.0,1028.06,29.76
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:32:25,39.97,39.97,38.57,53.5,1028.06,30.37
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:33:25,40.01,40.01,38.56,53.5,1028.16,30.22
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:34:26,39.96,39.96,38.49,55.0,1028.15,30.47
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:35:26,40.05,40.05,38.73,54.5,1027.92,30.14
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:36:26,40.16,40.16,38.88,54.0,1027.92,30.34
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:37:26,40.1,40.1,38.75,54.0,1027.97,30.29
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:38:27,40.14,40.14,38.87,53.5,1028.07,30.29
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:39:27,39.92,39.92,38.59,55.0,1028.14,30.62
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:40:27,39.99,39.99,38.71,55.0,1027.99,30.12
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:41:27,40.12,40.12,38.9,55.0,1028.06,31.88
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:42:27,39.94,39.94,38.68,54.5,1028.05,30.26
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:43:28,40.01,40.01,38.69,54.0,1028.04,31.15
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:44:28,39.92,39.92,38.61,54.5,1028.13,30.65
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:45:28,40.16,40.16,38.88,54.0,1028.04,30.3
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:46:28,40.01,40.01,38.72,54.0,1028.02,30.14
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:47:29,39.92,39.92,38.53,54.0,1027.98,30.42
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:48:29,40.07,40.07,38.68,54.0,1027.82,30.12
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:49:29,40.07,40.07,38.76,54.5,1027.93,30.12
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:50:29,40.21,40.21,38.89,55.0,1027.83,30.21
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:51:30,40.32,40.32,39.04,54.0,1027.77,29.86
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:52:30,40.23,40.23,38.93,55.0,1027.84,28.15
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:53:30,40.34,40.34,39.01,53.5,1027.59,29.44
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:54:30,40.27,40.27,39.01,54.5,1027.72,29.72
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:55:31,40.45,40.45,39.24,55.0,1027.68,29.99
2022-07-08_13:50:00,18,18,88,Meist bewölkt,28,2022-07-08_14:56:31,40.51,40.51,39.2,55.0,1027.83,29.42
2022-07-08_14:20:00,17,17,94,Meist bewölkt,26,2022-07-08_14:57:31,40.47,40.47,39.11,53.5,1027.65,29.75
2022-07-08_14:20:00,17,17,94,Meist bewölkt,26,2022-07-08_14:58:31,40.16,40.16,38.75,55.0,1027.78,29.84
2022-07-08_14:20:00,17,17,94,Meist bewölkt,26,2022-07-08_14:59:32,40.4,40.4,38.85,54.5,1027.8,30.02
2022-07-08_14:20:00,17,17,94,Meist bewölkt,26,2022-07-08_15:00:32,40.38,40.38,38.9,55.5,1027.67,29.99
2022-07-08_14:20:00,17,17,94,Meist bewölkt,26,2022-07-08_15:01:32,40.21,40.21,38.97,54.0,1027.84,30.36
2022-07-08_14:20:00,17,17,94,Meist bewölkt,26,2022-07-08_15:02:32,40.38,40.38,38.99,54.5,1027.79,30.39
2022-07-08_14:20:00,17,17,94,Meist bewölkt,26,2022-07-08_15:03:33,40.3,40.3,39.21,55.5,1027.84,30.23
2022-07-08_14:20:00,17,17,94,Meist bewölkt,26,2022-07-08_15:04:33,40.43,40.43,39.06,55.0,1027.92,30.02
2022-07-08_14:20:00,17,17,94,Meist bewölkt,26,2022-07-08_15:05:33,40.3,40.3,39.12,54.0,1027.8,29.99
2022-07-08_14:20:00,17,17,94,Meist bewölkt,26,2022-07-08_15:06:33,40.47,40.47,39.12,55.0,1027.77,29.89
2022-07-08_14:20:00,18,17,94,Meist bewölkt,26,2022-07-08_15:07:34,40.45,40.45,39.1,54.0,1028.09,29.83
2022-07-08_14:20:00,18,17,94,Meist bewölkt,26,2022-07-08_15:08:34,40.3,40.3,39.01,54.5,1027.9,32.86
2022-07-08_14:20:00,18,17,94,Meist bewölkt,26,2022-07-08_15:09:34,40.34,40.34,39.13,55.0,1027.92,30.01
2022-07-08_14:20:00,18,17,94,Meist bewölkt,26,2022-07-08_15:10:34,40.23,40.23,38.98,54.5,1027.92,29.92
2022-07-08_14:20:00,18,17,94,Meist bewölkt,26,2022-07-08_15:11:35,40.23,40.23,38.99,55.0,1027.86,30.07
2022-07-08_14:20:00,18,17,94,Meist bewölkt,26,2022-07-08_15:12:35,40.41,40.41,38.95,54.0,1027.9,29.79
2022-07-08_14:20:00,18,17,94,Meist bewölkt,26,2022-07-08_15:13:35,40.3,40.3,39.03,54.0,1027.86,30.11
2022-07-08_14:20:00,18,17,94,Meist bewölkt,26,2022-07-08_15:14:35,40.41,40.41,39.13,54.5,1027.96,29.88
2022-07-08_14:20:00,18,17,94,Meist bewölkt,26,2022-07-08_15:15:36,40.29,40.29,39.03,54.5,1028.02,29.99
2022-07-08_14:20:00,18,17,94,Meist bewölkt,26,2022-07-08_15:16:36,40.25,40.25,39.0,53.5,1028.01,30.23
2022-07-08_14:20:00,18,17,94,Meist bewölkt,26,2022-07-08_15:17:36,40.27,40.27,39.13,54.5,1027.89,30.14
2022-07-08_14:20:00,18,17,94,Meist bewölkt,26,2022-07-08_15:18:36,40.43,40.43,39.11,54.5,1027.64,29.86
2022-07-08_14:20:00,18,17,94,Meist bewölkt,26,2022-07-08_15:19:36,40.34,40.34,38.96,54.5,1027.71,29.69
2022-07-08_14:20:00,18,17,94,Meist bewölkt,26,2022-07-08_15:20:37,40.52,40.52,39.11,55.0,1027.7,29.73
2022-07-08_14:20:00,18,17,94,Meist bewölkt,26,2022-07-08_15:21:37,40.47,40.47,39.2,54.0,1027.65,29.81
2022-07-08_14:20:00,18,17,94,Meist bewölkt,26,2022-07-08_15:22:37,40.41,40.41,39.03,54.5,1027.59,29.57
2022-07-08_14:20:00,18,17,94,Meist bewölkt,26,2022-07-08_15:23:37,40.18,40.18,38.81,54.5,1027.86,31.02
2022-07-08_14:20:00,18,17,94,Meist bewölkt,26,2022-07-08_15:24:38,40.49,40.49,39.13,53.5,1027.73,29.81
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:25:38,40.45,40.45,39.1,54.0,1027.89,30.1
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:26:38,40.4,40.4,39.17,55.0,1027.88,29.67
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:27:38,40.45,40.45,39.18,54.0,1027.89,29.93
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:28:39,40.34,40.34,39.01,54.5,1027.96,29.89
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:29:39,40.34,40.34,38.93,54.0,1027.85,30.21
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:30:39,40.29,40.23,38.9,53.5,1027.88,30.62
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:31:39,40.29,40.29,38.97,55.0,1027.59,29.89
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:32:40,40.25,40.25,39.04,54.5,1027.63,30.02
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:33:40,40.32,40.32,38.95,54.5,1027.75,30.67
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:34:40,40.38,40.38,39.12,54.5,1027.76,28.16
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:35:40,40.51,40.51,39.19,55.0,1027.74,30.01
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:36:41,40.52,40.52,39.26,53.5,1027.71,29.71
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:37:41,40.6,40.6,39.35,54.5,1027.49,29.45
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:38:41,40.73,40.73,39.44,55.0,1027.47,29.28
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:39:41,40.71,40.71,39.41,55.0,1027.65,28.48
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:40:42,40.62,40.62,39.14,54.0,1027.48,29.44
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:41:42,40.56,40.56,39.25,55.0,1027.51,30.51
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:42:42,40.49,40.49,39.32,54.5,1027.78,29.79
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:43:42,40.56,40.56,39.27,54.5,1027.88,29.85
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:44:42,40.4,40.4,39.04,55.0,1027.9,30.08
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:45:43,40.54,40.54,39.1,54.5,1027.73,30.19
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:46:43,40.49,40.49,39.21,54.5,1027.77,29.66
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:47:43,40.43,40.43,39.11,54.0,1027.88,29.73
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:48:43,40.12,40.12,38.7,55.0,1027.89,30.2
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:49:44,40.1,40.1,38.77,54.0,1027.84,30.1
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:50:44,40.3,40.3,39.04,54.0,1027.91,30.1
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:51:45,40.19,40.19,38.82,54.0,1027.96,30.01
2022-07-08_14:50:00,19,18,88,Meist bewölkt,28,2022-07-08_15:52:45,40.27,40.27,39.03,55.5,1028.01,29.8
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_15:53:46,40.32,40.32,38.99,54.5,1027.96,29.93
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_15:54:46,40.27,40.27,39.01,55.0,1027.79,29.95
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_15:55:46,40.29,40.29,38.94,55.5,1027.81,30.08
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_15:56:47,40.45,40.45,39.1,55.0,1027.59,29.76
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_15:57:47,40.49,40.49,39.27,55.0,1027.73,29.8
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_15:58:47,40.67,40.67,39.31,54.5,1027.77,29.8
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_15:59:48,40.49,40.49,39.14,54.0,1027.92,30.18
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:00:48,40.41,40.41,39.12,55.0,1027.8,30.18
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:01:48,40.3,40.3,38.96,55.0,1027.95,29.87
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:02:48,40.21,40.21,38.9,55.0,1027.92,31.9
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:03:49,40.18,40.18,38.89,55.0,1027.51,29.86
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:04:49,40.45,40.45,39.03,54.5,1027.59,29.64
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:05:49,40.52,40.52,39.15,55.5,1027.65,29.48
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:06:49,40.23,40.23,38.88,55.0,1027.94,29.94
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:07:49,40.4,40.4,39.11,55.5,1027.7,30.17
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:08:50,40.21,40.21,38.85,54.5,1027.74,30.33
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:09:50,40.4,40.4,38.85,54.5,1027.63,30.19
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:10:50,40.34,40.34,38.79,54.5,1027.59,29.77
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:11:50,40.34,40.34,38.86,56.0,1027.56,29.81
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:12:51,40.38,40.38,38.84,55.0,1027.93,29.8
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:13:51,40.34,40.34,38.86,55.0,1027.7,29.94
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:14:51,40.18,40.18,38.68,55.5,1027.8,29.97
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:15:51,40.16,40.16,38.66,54.5,1027.88,30.35
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:16:52,39.94,39.94,38.57,55.0,1027.83,31.4
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:17:52,40.12,40.12,38.64,55.5,1027.88,30.36
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:18:52,40.03,40.03,38.6,56.0,1027.93,30.48
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:19:52,39.94,39.94,38.49,55.0,1027.97,30.3
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:20:53,39.99,39.99,38.54,55.0,1028.0,30.41
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:21:53,40.12,40.12,38.68,55.5,1028.02,30.41
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:22:53,40.14,40.14,38.75,55.5,1028.05,30.12
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:23:53,39.9,39.9,38.5,55.0,1028.05,30.3
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:24:53,39.94,39.94,38.53,54.5,1027.93,30.93
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:25:54,40.27,40.27,38.79,55.0,1028.02,30.18
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:26:54,40.03,40.03,38.59,55.5,1028.07,30.08
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:27:54,40.05,40.05,38.56,55.0,1028.05,30.08
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:28:54,39.86,39.86,38.44,55.0,1028.04,30.4
2022-07-08_15:20:00,20,19,83,Meist bewölkt,28,2022-07-08_16:29:55,39.97,39.97,38.61,55.0,1028.07,30.47
2022-07-08_15:50:00,19,19,78,Meist bewölkt,24,2022-07-08_16:30:55,39.77,39.77,38.4,55.5,1028.06,30.31
2022-07-08_15:50:00,19,19,78,Meist bewölkt,24,2022-07-08_16:31:55,40.07,40.07,38.51,55.0,1027.99,30.17
2022-07-08_15:50:00,19,19,78,Meist bewölkt,24,2022-07-08_16:32:55,40.08,40.08,38.61,55.5,1028.05,30.42
2022-07-08_15:50:00,19,19,78,Meist bewölkt,24,2022-07-08_16:33:56,39.83,39.83,38.48,54.5,1027.88,30.32
2022-07-08_15:50:00,19,19,78,Meist bewölkt,24,2022-07-08_16:34:56,40.12,40.12,38.57,54.0,1027.78,30.06
2022-07-08_15:50:00,19,19,78,Meist bewölkt,24,2022-07-08_16:35:56,40.12,40.12,38.68,55.5,1027.87,30.42
2022-07-08_15:50:00,19,19,78,Meist bewölkt,24,2022-07-08_16:36:56,40.16,40.16,38.64,55.0,1027.78,29.9
2022-07-08_15:50:00,19,19,78,Meist bewölkt,24,2022-07-08_16:37:57,40.08,40.08,38.74,55.5,1027.84,30.04
2022-07-08_15:50:00,19,19,78,Meist bewölkt,24,2022-07-08_16:38:57,40.34,40.34,38.81,54.5,1027.64,30.13
2022-07-08_15:50:00,19,19,78,Meist bewölkt,24,2022-07-08_16:39:57,40.1,40.1,38.71,54.5,1027.85,30.2
2022-07-08_15:50:00,19,19,78,Meist bewölkt,24,2022-07-08_16:40:57,40.1,40.1,38.66,54.5,1027.78,29.91
2022-07-08_15:50:00,19,19,78,Meist bewölkt,24,2022-07-08_16:41:57,40.25,40.25,38.83,54.5,1027.98,29.75
2022-07-08_15:50:00,19,19,78,Meist bewölkt,24,2022-07-08_16:42:58,40.25,40.25,38.81,55.0,1027.98,30.1
2022-07-08_15:50:00,19,19,78,Meist bewölkt,24,2022-07-08_16:43:58,40.05,40.05,38.59,55.0,1028.01,29.94
